item_id,system,catalog,condition_type,qid,category,answer_chars,refusal,n_mag_values,mag_out_of_range,n_dates,dates_out_of_span,months_out_of_span,lat_out_of_box,lon_out_of_box,conflation_marker,any_out_of_catalog
graphrag_post|ridgecrest_only|D11,graphrag_post,ridgecrest,only,D11,D,75,full,0,,0,,,,,,False
graphrag_post|ridgecrest_only|D12,graphrag_post,ridgecrest,only,D12,D,75,full,0,,0,,,,,,False
graphrag_post|ridgecrest_only|D13,graphrag_post,ridgecrest,only,D13,D,973,none,1,,1,,,,,,False
graphrag_post|ridgecrest_only|D14,graphrag_post,ridgecrest,only,D14,D,903,none,1,,1,,,,,,False
graphrag_post|ridgecrest_only|D15,graphrag_post,ridgecrest,only,D15,D,75,full,0,,0,,,,,,False
graphrag_post|ridgecrest_only|D16,graphrag_post,ridgecrest,only,D16,D,75,full,0,,0,,,,,,False
graphrag_post|ridgecrest_only|D17,graphrag_post,ridgecrest,only,D17,D,794,none,0,,0,,,,,,False
graphrag_post|ridgecrest_only|D18,graphrag_post,ridgecrest,only,D18,D,75,full,0,,0,,,,,,False
graphrag_post|ridgecrest_only|D19,graphrag_post,ridgecrest,only,D19,D,867,none,0,,0,,,,,,False
graphrag_post|ridgecrest_only|D20,graphrag_post,ridgecrest,only,D20,D,75,full,0,,0,,,,,,False
graphrag_post|ridgecrest_only|E1,graphrag_post,ridgecrest,only,E1,E,795,none,4,,0,,,,,,False
graphrag_post|ridgecrest_only|E2,graphrag_post,ridgecrest,only,E2,E,808,partial,0,,1,,,,,,False
graphrag_post|ridgecrest_only|E3,graphrag_post,ridgecrest,only,E3,E,585,none,2,,1,,,,,,False
graphrag_post|ridgecrest_only|E4,graphrag_post,ridgecrest,only,E4,E,668,partial,2,,1,,,,,,False
graphrag_post|ridgecrest_only|E5,graphrag_post,ridgecrest,only,E5,E,641,none,4,,1,,,,,,False
graphrag_post|ridgecrest_only|E6,graphrag_post,ridgecrest,only,E6,E,2738,none,0,,0,,,,,,False
graphrag_post|ridgecrest_only|E7,graphrag_post,ridgecrest,only,E7,E,676,none,0,,0,,,,,,False
graphrag_post|ridgecrest_only|E8,graphrag_post,ridgecrest,only,E8,E,834,none,8,,1,,,,,,False
graphrag_post|ridgecrest_only|E9,graphrag_post,ridgecrest,only,E9,E,419,partial,2,,1,,,,,,False
graphrag_post|ridgecrest_only|E10,graphrag_post,ridgecrest,only,E10,E,1117,none,2,,1,,,,,,False
graphrag_post|ridgecrest_only|E11,graphrag_post,ridgecrest,only,E11,E,878,partial,4,,1,,,,,,False
graphrag_post|ridgecrest_only|E12,graphrag_post,ridgecrest,only,E12,E,857,none,4,,0,,,,,,False
graphrag_post|ridgecrest_only|E13,graphrag_post,ridgecrest,only,E13,E,790,none,0,,1,,,,,,False
graphrag_post|ridgecrest_only|E14,graphrag_post,ridgecrest,only,E14,E,1037,none,4,,1,,,,,,False
graphrag_post|ridgecrest_only|E15,graphrag_post,ridgecrest,only,E15,E,809,partial,2,,1,,,,,,False
graphrag_post|ridgecrest_only|E16,graphrag_post,ridgecrest,only,E16,E,938,none,5,,1,,,,,,False
graphrag_post|ridgecrest_only|E17,graphrag_post,ridgecrest,only,E17,E,603,partial,0,,0,,,,,,False
graphrag_post|ridgecrest_only|E18,graphrag_post,ridgecrest,only,E18,E,868,none,2,,1,,,,,,False
graphrag_post|ridgecrest_only|E19,graphrag_post,ridgecrest,only,E19,E,337,partial,2,,1,,,,,,False
graphrag_post|ridgecrest_only|E20,graphrag_post,ridgecrest,only,E20,E,945,none,3,,1,,,,,,False
graphrag_post|ridgecrest_narrative|A1,graphrag_post,ridgecrest,narrative,A1,A,1001,none,2,,0,,,,,,False
graphrag_post|ridgecrest_narrative|A2,graphrag_post,ridgecrest,narrative,A2,A,507,none,0,,1,,,,,,False
graphrag_post|ridgecrest_narrative|A3,graphrag_post,ridgecrest,narrative,A3,A,942,none,2,,0,,,,,,False
graphrag_post|ridgecrest_narrative|A4,graphrag_post,ridgecrest,narrative,A4,A,843,partial,3,,1,,,,,,False
graphrag_post|ridgecrest_narrative|A5,graphrag_post,ridgecrest,narrative,A5,A,820,none,2,,1,,,,,,False
graphrag_post|ridgecrest_narrative|A6,graphrag_post,ridgecrest,narrative,A6,A,394,none,0,,1,,,,,,False
graphrag_post|ridgecrest_narrative|A7,graphrag_post,ridgecrest,narrative,A7,A,889,none,2,,1,,,,,,False
graphrag_post|ridgecrest_narrative|A8,graphrag_post,ridgecrest,narrative,A8,A,976,none,0,,0,,,,,,False
graphrag_post|ridgecrest_narrative|A9,graphrag_post,ridgecrest,narrative,A9,A,563,none,0,,0,,,,,,False
graphrag_post|ridgecrest_narrative|A10,graphrag_post,ridgecrest,narrative,A10,A,550,none,2,,0,,,,,,False
graphrag_post|ridgecrest_narrative|A11,graphrag_post,ridgecrest,narrative,A11,A,730,none,4,,1,,,,,,False
graphrag_post|ridgecrest_narrative|A12,graphrag_post,ridgecrest,narrative,A12,A,911,none,0,,0,,,,,,False
graphrag_post|ridgecrest_narrative|A13,graphrag_post,ridgecrest,narrative,A13,A,764,none,0,,1,,,,,,False
graphrag_post|ridgecrest_narrative|A14,graphrag_post,ridgecrest,narrative,A14,A,639,none,1,,1,,,,,,False
graphrag_post|ridgecrest_narrative|A15,graphrag_post,ridgecrest,narrative,A15,A,471,none,0,,0,,,,,,False
graphrag_post|ridgecrest_narrative|A16,graphrag_post,ridgecrest,narrative,A16,A,348,none,2,,1,,,,,,False
graphrag_post|ridgecrest_narrative|A17,graphrag_post,ridgecrest,narrative,A17,A,872,none,0,,0,,,,,,False
graphrag_post|ridgecrest_narrative|A18,graphrag_post,ridgecrest,narrative,A18,A,828,none,4,,1,,,,,,False
graphrag_post|ridgecrest_narrative|A19,graphrag_post,ridgecrest,narrative,A19,A,791,none,3,,1,,,,,,False
graphrag_post|ridgecrest_narrative|A20,graphrag_post,ridgecrest,narrative,A20,A,955,none,2,,0,,,,,,False
graphrag_post|ridgecrest_narrative|B1,graphrag_post,ridgecrest,narrative,B1,B,204,none,0,,0,,,,,,False
graphrag_post|ridgecrest_narrative|B2,graphrag_post,ridgecrest,narrative,B2,B,548,none,5,,1,,,,,,False
graphrag_post|ridgecrest_narrative|B3,graphrag_post,ridgecrest,narrative,B3,B,423,none,5,,1,,,,,,False
graphrag_post|ridgecrest_narrative|B4,graphrag_post,ridgecrest,narrative,B4,B,364,none,2,,0,,,,,,False
graphrag_post|ridgecrest_narrative|B5,graphrag_post,ridgecrest,narrative,B5,B,178,none,0,,0,,,,,,False
graphrag_post|ridgecrest_narrative|B6,graphrag_post,ridgecrest,narrative,B6,B,75,full,0,,0,,,,,,False
graphrag_post|ridgecrest_narrative|B7,graphrag_post,ridgecrest,narrative,B7,B,343,none,0,,1,,,,,,False
graphrag_post|ridgecrest_narrative|B8,graphrag_post,ridgecrest,narrative,B8,B,647,none,0,,1,,,,,,False
graphrag_post|ridgecrest_narrative|B9,graphrag_post,ridgecrest,narrative,B9,B,240,partial,0,,0,,,,,,False
graphrag_post|ridgecrest_narrative|B10,graphrag_post,ridgecrest,narrative,B10,B,287,none,0,,0,,,,,,False
graphrag_post|ridgecrest_narrative|B11,graphrag_post,ridgecrest,narrative,B11,B,163,partial,0,,0,,,,,,False
graphrag_post|ridgecrest_narrative|B12,graphrag_post,ridgecrest,narrative,B12,B,266,none,1,,0,,,,,,False
graphrag_post|ridgecrest_narrative|B13,graphrag_post,ridgecrest,narrative,B13,B,774,partial,5,,1,,,,,,False
graphrag_post|ridgecrest_narrative|B14,graphrag_post,ridgecrest,narrative,B14,B,364,none,0,,0,,,,,,False
graphrag_post|ridgecrest_narrative|B15,graphrag_post,ridgecrest,narrative,B15,B,630,none,0,,0,,,,,,False
graphrag_post|ridgecrest_narrative|B16,graphrag_post,ridgecrest,narrative,B16,B,75,full,0,,0,,,,,,False
graphrag_post|ridgecrest_narrative|B17,graphrag_post,ridgecrest,narrative,B17,B,613,none,0,,0,,,,,,False
graphrag_post|ridgecrest_narrative|B18,graphrag_post,ridgecrest,narrative,B18,B,498,none,6,,0,,,,,,False
graphrag_post|ridgecrest_narrative|B19,graphrag_post,ridgecrest,narrative,B19,B,250,partial,0,,0,,,,,,False
graphrag_post|ridgecrest_narrative|B20,graphrag_post,ridgecrest,narrative,B20,B,438,partial,0,,1,,,,,,False
graphrag_post|ridgecrest_narrative|C1,graphrag_post,ridgecrest,narrative,C1,C,769,none,10,,1,,,,,,False
graphrag_post|ridgecrest_narrative|C2,graphrag_post,ridgecrest,narrative,C2,C,752,none,8,,1,,,,,,False
graphrag_post|ridgecrest_narrative|C3,graphrag_post,ridgecrest,narrative,C3,C,741,none,5,,1,,,,,,False
graphrag_post|ridgecrest_narrative|C4,graphrag_post,ridgecrest,narrative,C4,C,660,none,6,,1,,,,,,False
graphrag_post|ridgecrest_narrative|C5,graphrag_post,ridgecrest,narrative,C5,C,992,none,0,,1,,,,,,False
graphrag_post|ridgecrest_narrative|C6,graphrag_post,ridgecrest,narrative,C6,C,710,none,10,,1,,,,,,False
graphrag_post|ridgecrest_narrative|C7,graphrag_post,ridgecrest,narrative,C7,C,1059,none,1,,1,,,,,,False
graphrag_post|ridgecrest_narrative|C8,graphrag_post,ridgecrest,narrative,C8,C,336,partial,1,,1,,,,,,False
graphrag_post|ridgecrest_narrative|C9,graphrag_post,ridgecrest,narrative,C9,C,1092,none,11,,1,,,,,,False
graphrag_post|ridgecrest_narrative|C10,graphrag_post,ridgecrest,narrative,C10,C,640,none,5,,1,,,,,,False
graphrag_post|ridgecrest_narrative|C11,graphrag_post,ridgecrest,narrative,C11,C,891,none,9,,1,,,,,,False
graphrag_post|ridgecrest_narrative|C12,graphrag_post,ridgecrest,narrative,C12,C,900,none,1,,1,,,,,,False
graphrag_post|ridgecrest_narrative|C13,graphrag_post,ridgecrest,narrative,C13,C,1102,none,11,,1,,,,,,False
graphrag_post|ridgecrest_narrative|C14,graphrag_post,ridgecrest,narrative,C14,C,838,none,0,,1,,,,,,False
graphrag_post|ridgecrest_narrative|C15,graphrag_post,ridgecrest,narrative,C15,C,998,none,0,,1,,,,,,False
graphrag_post|ridgecrest_narrative|C16,graphrag_post,ridgecrest,narrative,C16,C,634,partial,2,,1,,,,,,False
graphrag_post|ridgecrest_narrative|C17,graphrag_post,ridgecrest,narrative,C17,C,1390,none,0,,1,,,,,,False
graphrag_post|ridgecrest_narrative|C18,graphrag_post,ridgecrest,narrative,C18,C,873,none,0,,1,,,,,,False
graphrag_post|ridgecrest_narrative|C19,graphrag_post,ridgecrest,narrative,C19,C,922,none,3,,1,,,,,,False
graphrag_post|ridgecrest_narrative|C20,graphrag_post,ridgecrest,narrative,C20,C,687,none,3,,1,,,,,,False
graphrag_post|ridgecrest_narrative|D1,graphrag_post,ridgecrest,narrative,D1,D,75,full,0,,0,,,,,,False
graphrag_post|ridgecrest_narrative|D2,graphrag_post,ridgecrest,narrative,D2,D,75,full,0,,0,,,,,,False
graphrag_post|ridgecrest_narrative|D3,graphrag_post,ridgecrest,narrative,D3,D,75,full,0,,0,,,,,,False
graphrag_post|ridgecrest_narrative|D4,graphrag_post,ridgecrest,narrative,D4,D,581,none,0,,1,,,,,,False
graphrag_post|ridgecrest_narrative|D5,graphrag_post,ridgecrest,narrative,D5,D,75,full,0,,0,,,,,,False
graphrag_post|ridgecrest_narrative|D6,graphrag_post,ridgecrest,narrative,D6,D,75,full,0,,0,,,,,,False
graphrag_post|ridgecrest_narrative|D7,graphrag_post,ridgecrest,narrative,D7,D,75,full,0,,0,,,,,,False
graphrag_post|ridgecrest_narrative|D8,graphrag_post,ridgecrest,narrative,D8,D,748,partial,1,,1,,,,,,False
graphrag_post|ridgecrest_narrative|D9,graphrag_post,ridgecrest,narrative,D9,D,397,none,0,,1,,,,,,False
graphrag_post|ridgecrest_narrative|D10,graphrag_post,ridgecrest,narrative,D10,D,75,full,0,,0,,,,,,False
graphrag_post|ridgecrest_narrative|D11,graphrag_post,ridgecrest,narrative,D11,D,75,full,0,,0,,,,,,False
graphrag_post|ridgecrest_narrative|D12,graphrag_post,ridgecrest,narrative,D12,D,75,full,0,,0,,,,,,False
graphrag_post|ridgecrest_narrative|D13,graphrag_post,ridgecrest,narrative,D13,D,757,none,1,,1,,,,,,False
graphrag_post|ridgecrest_narrative|D14,graphrag_post,ridgecrest,narrative,D14,D,970,none,4,,0,,,,,,False
graphrag_post|ridgecrest_narrative|D15,graphrag_post,ridgecrest,narrative,D15,D,75,full,0,,0,,,,,,False
graphrag_post|ridgecrest_narrative|D16,graphrag_post,ridgecrest,narrative,D16,D,75,full,0,,0,,,,,,False
graphrag_post|ridgecrest_narrative|D17,graphrag_post,ridgecrest,narrative,D17,D,1002,none,4,,1,,,,,,False
graphrag_post|ridgecrest_narrative|D18,graphrag_post,ridgecrest,narrative,D18,D,75,full,0,,0,,,,,,False
graphrag_post|ridgecrest_narrative|D19,graphrag_post,ridgecrest,narrative,D19,D,935,none,0,,0,,,,,,False
graphrag_post|ridgecrest_narrative|D20,graphrag_post,ridgecrest,narrative,D20,D,75,full,0,,0,,,,,,False
graphrag_post|ridgecrest_narrative|E1,graphrag_post,ridgecrest,narrative,E1,E,954,none,4,,0,,,,,,False
graphrag_post|ridgecrest_narrative|E2,graphrag_post,ridgecrest,narrative,E2,E,803,partial,0,,0,,,,,,False
graphrag_post|ridgecrest_narrative|E3,graphrag_post,ridgecrest,narrative,E3,E,650,partial,0,,1,,,,,,False
graphrag_post|ridgecrest_narrative|E4,graphrag_post,ridgecrest,narrative,E4,E,626,partial,2,,1,,,,,,False
graphrag_post|ridgecrest_narrative|E5,graphrag_post,ridgecrest,narrative,E5,E,738,none,3,,1,,,,,,False
graphrag_post|ridgecrest_narrative|E6,graphrag_post,ridgecrest,narrative,E6,E,496,partial,0,,1,,,,,,False
graphrag_post|ridgecrest_narrative|E7,graphrag_post,ridgecrest,narrative,E7,E,716,none,0,,0,,,,,,False
graphrag_post|ridgecrest_narrative|E8,graphrag_post,ridgecrest,narrative,E8,E,672,none,3,,1,,,,,,False
graphrag_post|ridgecrest_narrative|E9,graphrag_post,ridgecrest,narrative,E9,E,293,partial,0,,1,,,,,,False
graphrag_post|ridgecrest_narrative|E10,graphrag_post,ridgecrest,narrative,E10,E,1178,none,4,,1,,,,,,False
graphrag_post|ridgecrest_narrative|E11,graphrag_post,ridgecrest,narrative,E11,E,724,partial,1,,1,,,,,,False
graphrag_post|ridgecrest_narrative|E12,graphrag_post,ridgecrest,narrative,E12,E,588,none,2,,0,,,,,,False
graphrag_post|ridgecrest_narrative|E13,graphrag_post,ridgecrest,narrative,E13,E,893,partial,0,,1,,,,,,False
graphrag_post|ridgecrest_narrative|E14,graphrag_post,ridgecrest,narrative,E14,E,790,none,2,,1,,,,,,False
graphrag_post|ridgecrest_narrative|E15,graphrag_post,ridgecrest,narrative,E15,E,865,none,1,,1,,,,,,False
graphrag_post|ridgecrest_narrative|E16,graphrag_post,ridgecrest,narrative,E16,E,1182,none,7,,1,,,,,,False
graphrag_post|ridgecrest_narrative|E17,graphrag_post,ridgecrest,narrative,E17,E,349,partial,0,,0,,,,,,False
graphrag_post|ridgecrest_narrative|E18,graphrag_post,ridgecrest,narrative,E18,E,994,none,5,,1,,,,,,False
graphrag_post|ridgecrest_narrative|E19,graphrag_post,ridgecrest,narrative,E19,E,628,none,2,,0,,,,,,False
graphrag_post|ridgecrest_narrative|E20,graphrag_post,ridgecrest,narrative,E20,E,895,none,2,,1,,,,,,False
graphrag_post|maduo_only|A1,graphrag_post,maduo,only,A1,A,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|A2,graphrag_post,maduo,only,A2,A,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|A3,graphrag_post,maduo,only,A3,A,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|A4,graphrag_post,maduo,only,A4,A,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|A5,graphrag_post,maduo,only,A5,A,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|A6,graphrag_post,maduo,only,A6,A,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|A7,graphrag_post,maduo,only,A7,A,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|A8,graphrag_post,maduo,only,A8,A,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|A9,graphrag_post,maduo,only,A9,A,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|A10,graphrag_post,maduo,only,A10,A,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|A11,graphrag_post,maduo,only,A11,A,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|A12,graphrag_post,maduo,only,A12,A,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|A13,graphrag_post,maduo,only,A13,A,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|A14,graphrag_post,maduo,only,A14,A,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|A15,graphrag_post,maduo,only,A15,A,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|A16,graphrag_post,maduo,only,A16,A,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|A17,graphrag_post,maduo,only,A17,A,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|A18,graphrag_post,maduo,only,A18,A,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|A19,graphrag_post,maduo,only,A19,A,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|A20,graphrag_post,maduo,only,A20,A,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|B1,graphrag_post,maduo,only,B1,B,297,none,0,,1,,,,,,False
graphrag_post|maduo_only|B2,graphrag_post,maduo,only,B2,B,424,none,5,,2,,,,,,False
graphrag_post|maduo_only|B3,graphrag_post,maduo,only,B3,B,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|B4,graphrag_post,maduo,only,B4,B,343,none,0,,1,,,,,,False
graphrag_post|maduo_only|B5,graphrag_post,maduo,only,B5,B,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|B6,graphrag_post,maduo,only,B6,B,302,none,3,,1,,,,,,False
graphrag_post|maduo_only|B7,graphrag_post,maduo,only,B7,B,191,none,0,,1,2021-05-22,,,,Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start,True
graphrag_post|maduo_only|B8,graphrag_post,maduo,only,B8,B,500,none,5,,1,,,,,,False
graphrag_post|maduo_only|B9,graphrag_post,maduo,only,B9,B,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|B10,graphrag_post,maduo,only,B10,B,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|B11,graphrag_post,maduo,only,B11,B,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|B12,graphrag_post,maduo,only,B12,B,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|B13,graphrag_post,maduo,only,B13,B,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|B14,graphrag_post,maduo,only,B14,B,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|B15,graphrag_post,maduo,only,B15,B,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|B16,graphrag_post,maduo,only,B16,B,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|B17,graphrag_post,maduo,only,B17,B,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|B18,graphrag_post,maduo,only,B18,B,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|B19,graphrag_post,maduo,only,B19,B,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|B20,graphrag_post,maduo,only,B20,B,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|C1,graphrag_post,maduo,only,C1,C,499,none,5,5.5;5.9;6.4,1,2021-05-22,,,,Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start,True
graphrag_post|maduo_only|C2,graphrag_post,maduo,only,C2,C,425,none,0,,0,,,,,,False
graphrag_post|maduo_only|C3,graphrag_post,maduo,only,C3,C,516,none,0,,0,,,,,,False
graphrag_post|maduo_only|C4,graphrag_post,maduo,only,C4,C,269,none,0,,3,2021-05-22;2021-05-23;2021-05-24,,,,Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start,True
graphrag_post|maduo_only|C5,graphrag_post,maduo,only,C5,C,456,none,2,4.8;5,1,2021-05-22,,,,Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start,True
graphrag_post|maduo_only|C6,graphrag_post,maduo,only,C6,C,405,none,2,5.8;6.4,0,,,,,,True
graphrag_post|maduo_only|C7,graphrag_post,maduo,only,C7,C,608,none,4,5;5.5;6;7.4,1,2021-05-22,,,,Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start,True
graphrag_post|maduo_only|C8,graphrag_post,maduo,only,C8,C,349,none,0,,3,2021-05-22;2021-05-23;2021-05-24,,,,Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start,True
graphrag_post|maduo_only|C9,graphrag_post,maduo,only,C9,C,558,none,1,7.4,1,2021-05-22,,,,Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start,True
graphrag_post|maduo_only|C10,graphrag_post,maduo,only,C10,C,419,none,3,5.7;5.9;6,3,2021-05-22;2021-05-23;2021-05-24,,,,Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start,True
graphrag_post|maduo_only|C11,graphrag_post,maduo,only,C11,C,501,none,1,7.4,0,,,,,,True
graphrag_post|maduo_only|C12,graphrag_post,maduo,only,C12,C,191,partial,0,,0,,,,,,False
graphrag_post|maduo_only|C13,graphrag_post,maduo,only,C13,C,739,none,5,4.8;4.9;5;5.2,1,2021-05-22,,,,Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start,True
graphrag_post|maduo_only|C14,graphrag_post,maduo,only,C14,C,579,none,0,,0,,,,,,False
graphrag_post|maduo_only|C15,graphrag_post,maduo,only,C15,C,558,none,0,,0,,,,95.5;95.6;95.7;95.8;95.9,,True
graphrag_post|maduo_only|C16,graphrag_post,maduo,only,C16,C,364,partial,0,,0,,,,,,False
graphrag_post|maduo_only|C17,graphrag_post,maduo,only,C17,C,675,none,0,,5,2021-05-21;2021-05-22;2021-05-23;2021-05-24;2021-05-25,2021-05,,,Maduo Mw7.4 mainshock date (2021-05-22) lies before the catalog start,True
graphrag_post|maduo_only|C18,graphrag_post,maduo,only,C18,C,104,full,0,,0,,,,,,False
graphrag_post|maduo_only|C19,graphrag_post,maduo,only,C19,C,238,partial,0,,0,,,,,,False
graphrag_post|maduo_only|C20,graphrag_post,maduo,only,C20,C,708,none,0,,0,,,,,,False
graphrag_post|maduo_only|D1,graphrag_post,maduo,only,D1,D,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|D2,graphrag_post,maduo,only,D2,D,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|D3,graphrag_post,maduo,only,D3,D,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|D4,graphrag_post,maduo,only,D4,D,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|D5,graphrag_post,maduo,only,D5,D,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|D6,graphrag_post,maduo,only,D6,D,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|D7,graphrag_post,maduo,only,D7,D,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|D8,graphrag_post,maduo,only,D8,D,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|D9,graphrag_post,maduo,only,D9,D,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|D10,graphrag_post,maduo,only,D10,D,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|D11,graphrag_post,maduo,only,D11,D,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|D12,graphrag_post,maduo,only,D12,D,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|D13,graphrag_post,maduo,only,D13,D,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|D14,graphrag_post,maduo,only,D14,D,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|D15,graphrag_post,maduo,only,D15,D,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|D16,graphrag_post,maduo,only,D16,D,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|D17,graphrag_post,maduo,only,D17,D,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|D18,graphrag_post,maduo,only,D18,D,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|D19,graphrag_post,maduo,only,D19,D,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|D20,graphrag_post,maduo,only,D20,D,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|E1,graphrag_post,maduo,only,E1,E,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|E2,graphrag_post,maduo,only,E2,E,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|E3,graphrag_post,maduo,only,E3,E,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|E4,graphrag_post,maduo,only,E4,E,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|E5,graphrag_post,maduo,only,E5,E,75,full,0,,0,,,,,,False
graphrag_post|maduo_only|E6,graphrag_post,maduo,only,E6,E,75,full,0,,0,,,,,,False
